edge_id,road_name,geometry,road_type,speed,capacity,traffic_density
1279062062___,Chord Road,"LINESTRING (776537.6805588576 1436507.327403552, 776536.531733383 1436396.420378352)",tertiary,30.0,3600,0.0
95936742___,Vatal Nagaraj Road,"LINESTRING (776825.2210666614 1436956.798793027, 776802.9073280629 1436957.3502066012)",secondary,40.0,5400,0.0
95936742___,Vatal Nagaraj Road,"LINESTRING (776825.2210666614 1436956.798793027, 776848.2455524675 1436956.819068439)",secondary,40.0,5400,0.0
95935346___,Dr. Rajkumar Road,"LINESTRING (777617.8762447194 1436445.4570993152, 777705.2614660985 1436482.6432635183, 777714.5123507417 1436492.2007875042)",secondary,40.0,3600,0.0
503165064___,Dr. Rajkumar Road,"LINESTRING (776980.747638263 1436114.9258885211, 777015.5809736636 1436230.1446528242)",secondary,40.0,3600,0.0
95935346___,Dr. Rajkumar Road,"LINESTRING (777520.3123055538 1436403.51982511, 777556.7366478262 1436419.4494178381)",secondary,40.0,3600,0.0
503165066___,Magadi Road,"LINESTRING (776876.4225784119 1435756.9847058626, 776881.5594100028 1435761.131887006)",primary,50.0,7200,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777200.4169243043 1436325.0927040654, 777178.4448373215 1436320.7434755552)",secondary,40.0,3600,0.0
503165062___,Channakrishnayya Road,"LINESTRING (777071.4379061776 1436728.1530848984, 777073.9626038867 1436763.2803228616)",tertiary,30.0,3600,0.0
95935346___,Dr. Rajkumar Road,"LINESTRING (777714.5123507417 1436492.2007875042, 777719.7338882918 1436505.1826682338, 777721.9354796291 1436527.0121361644, 777724.9227122304 1436580.8631385595)",secondary,40.0,3600,0.0
95935346___,Dr. Rajkumar Road,"LINESTRING (777724.9227122304 1436580.8631385595, 777725.7873006177 1436593.1370776412, 777728.390797164 1436630.0696916613, 777730.8550854492 1436660.3258655577, 777731.1934138867 1436664.46934153, 777732.5937711486 1436681.7632505454)",secondary,40.0,3600,0.0
95936742___,Vatal Nagaraj Road,"LINESTRING (776848.2455524675 1436956.819068439, 776825.2210666614 1436956.798793027)",secondary,40.0,5400,0.0
95936742___,Vatal Nagaraj Road,"LINESTRING (776848.2455524675 1436956.819068439, 776864.3985922257 1436956.8258834293)",secondary,40.0,5400,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777178.4448373215 1436320.7434755552, 777143.3509963424 1436316.096713583)",secondary,40.0,3600,0.0
1293814361___,10th C Main Road,"LINESTRING (777178.4448373215 1436320.7434755552, 777179.9865349259 1436328.308448931)",tertiary,30.0,3600,0.0
95935346___,Dr. Rajkumar Road,"LINESTRING (777324.9835763257 1436354.7575301265, 777400.464124158 1436367.768756549)",secondary,40.0,3600,0.0
95935346___,Dr. Rajkumar Road,"LINESTRING (777400.464124158 1436367.768756549, 777424.7865488825 1436372.6509610224, 777455.7186045058 1436378.772894161)",secondary,40.0,3600,0.0
1278962203___,Vatal Nagaraj Road,"LINESTRING (776623.243673481 1437161.6572426797, 776600.9989964815 1437180.2751279157)",secondary,40.0,5400,0.0
763502464___,Chord Road,"LINESTRING (776623.243673481 1437161.6572426797, 776617.2483316476 1437138.1074578788, 776597.5795688925 1437059.8696533297)",tertiary,30.0,3600,0.0
1137514734___,Chord Road,"LINESTRING (776536.5937663941 1436613.817436135, 776537.8391449554 1436522.9482359355, 776537.6805588576 1436507.327403552)",tertiary,30.0,3600,0.0
"[138696931, 458439803]___",10th Main Road,"LINESTRING (777317.0270719018 1436930.4456319467, 777315.810114373 1436892.6857653908, 777314.8467486028 1436878.3408470328, 777314.5162520912 1436873.4115177027, 777314.8407481092 1436865.9537994245)",tertiary,30.0,3600,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777107.5982719592 1436307.8678917876, 777075.078761183 1436304.154730832)",secondary,40.0,3600,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777717.4618910586 1436473.0687220206, 777689.518601193 1436462.2939872234, 777620.8629576075 1436435.5907608962)",secondary,40.0,3600,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777620.8629576075 1436435.5907608962, 777560.5869088013 1436411.1525737927)",secondary,40.0,3600,0.0
1096684440___,Magadi Road,"LINESTRING (776881.5594100028 1435761.131887006, 776894.2073127422 1435770.8337228764)",primary,50.0,7200,0.0
503165064___,Dr. Rajkumar Road,"LINESTRING (776881.5594100028 1435761.131887006, 776882.757429105 1435772.6784525623, 776883.9685260409 1435777.4948020275, 776907.6884924462 1435865.3927931634)",secondary,40.0,3600,0.0
1074898412___,Unknown,"LINESTRING (776894.2073127422 1435770.8337228764, 776901.166033918 1435757.8190448817)",secondary,40.0,5400,0.0
1148443247___,Magadi Road,"LINESTRING (776894.2073127422 1435770.8337228764, 776909.9375674877 1435782.7803495587, 776935.1282270558 1435797.5005465879, 776958.7647350328 1435809.1389176783, 777011.5495267989 1435822.9620858955)",primary,50.0,3600,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777399.9518308094 1436359.317439185, 777324.6106185582 1436345.3999016378)",secondary,40.0,3600,0.0
95935346___,Dr. Rajkumar Road,"LINESTRING (777455.7186045058 1436378.772894161, 777520.3123055538 1436403.51982511)",secondary,40.0,3600,0.0
170931909___,Magadi Road,"LINESTRING (777315.0066619274 1435837.2492233934, 777367.8924785043 1435839.9048119888, 777370.7136612353 1435840.0437956178, 777374.2837260521 1435840.2013580587)",primary,50.0,7200,0.0
170931909___,Magadi Road,"LINESTRING (777374.2837260521 1435840.2013580587, 777405.9914117068 1435841.57092152, 777427.9003892897 1435842.510161088, 777444.9913137672 1435843.2461203488, 777467.6598101882 1435844.2262183907)",primary,50.0,7200,0.0
95936742___,Vatal Nagaraj Road,"LINESTRING (776864.3985922257 1436956.8258834293, 776848.2455524675 1436956.819068439)",secondary,40.0,5400,0.0
95936742___,Vatal Nagaraj Road,"LINESTRING (776864.3985922257 1436956.8258834293, 776880.313511245 1436955.679077958)",secondary,40.0,5400,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777453.2039426095 1436370.8106878619, 777417.5765647579 1436363.0808278003)",secondary,40.0,3600,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777143.3509963424 1436316.096713583, 777107.5982719592 1436307.8678917876)",secondary,40.0,3600,0.0
544948980___,Dr. Rajkumar Road,"LINESTRING (777274.7659174551 1437802.4353966648, 777257.4035297646 1437827.7878522994)",secondary,40.0,3600,0.0
544948980___,Dr. Rajkumar Road,"LINESTRING (777257.4035297646 1437827.7878522994, 777236.3873611584 1437854.8637239588)",secondary,40.0,3600,0.0
544948980___,Dr. Rajkumar Road,"LINESTRING (777236.3873611584 1437854.8637239588, 777234.3976184524 1437858.4303357992, 777212.7548557103 1437888.4555364787, 777205.8267648746 1437897.3524611474)",secondary,40.0,3600,0.0
544948980___,Dr. Rajkumar Road,"LINESTRING (777289.0346638323 1437777.0740324077, 777274.7659174551 1437802.4353966648)",secondary,40.0,3600,0.0
170931909___,Magadi Road,"LINESTRING (777643.2904841983 1435856.0175339738, 777675.3098057134 1435856.626728907)",primary,50.0,7200,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777324.6106185582 1436345.3999016378, 777200.4169243043 1436325.0927040654)",secondary,40.0,3600,0.0
170931909___,Magadi Road,"LINESTRING (777576.9188449841 1435853.6135268863, 777612.7199910632 1435854.9137092563)",primary,50.0,7200,0.0
170931909___,Magadi Road,"LINESTRING (777612.7199910632 1435854.9137092563, 777643.2904841983 1435856.0175339738)",primary,50.0,7200,0.0
170932623___,Magadi Road,"LINESTRING (777581.2123512067 1435844.4244736962, 777536.5818214808 1435841.2978084423, 777475.2983377624 1435837.0632524507, 777468.1936547388 1435836.4606453828)",primary,40.0,3600,0.0
170931909___,Magadi Road,"LINESTRING (777198.0683797267 1435833.686164598, 777293.3376129477 1435836.201782702, 777315.0066619274 1435837.2492233934)",primary,50.0,7200,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777417.5765647579 1436363.0808278003, 777399.9518308094 1436359.317439185)",secondary,40.0,3600,0.0
170932623___,Magadi Road,"LINESTRING (777999.0813748844 1435837.240935293, 777989.3841065122 1435836.43502324, 777914.2412627675 1435838.2814087344, 777905.9928989749 1435838.0546386216)",primary,40.0,3600,0.0
170931909___,Magadi Road,"LINESTRING (778019.6084018238 1435846.0705531354, 778042.0872220839 1435849.7280965103)",primary,50.0,7200,0.0
170932623___,Magadi Road,"LINESTRING (777468.1936547388 1435836.4606453828, 777402.3208778391 1435830.862930917, 777378.9110432349 1435829.1116470024, 777375.7536879379 1435828.9360829813)",primary,40.0,3600,0.0
170931909___,Magadi Road,"LINESTRING (777675.3098057134 1435856.626728907, 777693.370317667 1435855.944583358, 777701.7853789914 1435855.785524357)",primary,50.0,7200,0.0
170931909___,Magadi Road,"LINESTRING (777467.6598101882 1435844.2262183907, 777523.8311921293 1435850.512717775)",primary,50.0,7200,0.0
170931909___,Magadi Road,"LINESTRING (777523.8311921293 1435850.512717775, 777526.2818633236 1435850.7919066716, 777544.5098998364 1435851.8050095276)",primary,50.0,7200,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777528.9269881259 1436396.4331139629, 777508.6625830915 1436388.5141564375, 777484.3864887326 1436379.0162712901)",secondary,40.0,3600,0.0
378615429___,Dr. Rajkumar Road,"LINESTRING (777484.3864887326 1436379.0162712901, 777453.2039426095 1436370.8106878619)",secondary,40.0,3600,0.0
170931909___,Magadi Road,"LINESTRING (777701.7853789914 1435855.785524357, 777724.8260031654 1435855.3858572475, 777751.6219039985 1435855.0792621966)",primary,50.0,7200,0.0
1148396688___,Mahakavi Kuvempu Road,"LINESTRING (776945.6263761856 1438322.8289116165, 776934.8844421654 1438320.2083646813)",secondary,40.0,5400,0.0
"[1374015957, 1166301535]___",Dr. Rajkumar Road,"LINESTRING (776945.6263761856 1438322.8289116165, 776948.7105809383 1438317.2807266333, 776983.8092978738 1438254.0817328412, 777000.6108034842 1438228.3250664808)",secondary,40.0,3600,0.0
544948980___,Dr. Rajkumar Road,"LINESTRING (776992.2125716673 1438223.6358428411, 776990.6948464355 1438225.6020925136, 776940.4169662545 1438310.8214157869, 776934.8844421654 1438320.2083646813)",secondary,40.0,3600,0.0
170932623___,Magadi Road,"LINESTRING (777728.94058417 1435845.641534917, 777709.2652559662 1435844.9680121362, 777702.371890073 1435844.943090315)",primary,40.0,3600,0.0
458681953___,Mysore Road,"LINESTRING (776733.7391797989 1433768.5806965549, 776753.5020496252 1433774.755704888, 776766.9658943703 1433778.9638259802, 776775.2021185451 1433781.547841848, 776790.2461406705 1433786.2477559561, 776833.0836274483 1433799.6383076678, 776839.2527026031 1433801.5707201916, 776853.9720328258 1433806.1678019555, 776865.4768313051 1433809.7697091606, 776874.7846623235 1433812.6744173628, 776878.897339528 1433813.9663886458, 776887.6640414558 1433816.6996490445)",trunk,40.0,7200,0.0
458681953___,Mysore Road,"LINESTRING (776887.6640414558 1433816.6996490445, 776922.2867477948 1433827.528655871)",trunk,40.0,7200,0.0
38042859___,Padarayanapura Road,"LINESTRING (776690.9344915412 1434197.5326433463, 776669.6234504243 1434196.3899013833)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776690.9344915412 1434197.5326433463, 776717.3551704504 1434197.9737184783, 776721.64898076 1434197.4299289833, 776725.1085714784 1434196.7117606774)",tertiary,30.0,3600,0.0
458681953___,Mysore Road,"LINESTRING (776137.0599240153 1433587.8163935551, 776175.6063818929 1433614.5793674684, 776189.097521984 1433622.5953815684)",trunk,40.0,7200,0.0
23046218___,Mysore Road,"LINESTRING (776150.6234802075 1433573.3175936781, 776121.668339348 1433551.5208585483, 776094.7638726413 1433526.5786991487, 776028.1100610769 1433464.8106607324, 776024.7427344706 1433461.7108500665)",trunk,40.0,7200,0.0
458681953___,Mysore Road,"LINESTRING (776189.097521984 1433622.5953815684, 776222.5958946114 1433641.69225048, 776241.5729970789 1433651.5562599625, 776251.4810351382 1433656.3374789366)",trunk,40.0,7200,0.0
38042859___,Padarayanapura Road,"LINESTRING (776669.6234504243 1434196.3899013833, 776648.2906996873 1434195.2469592665)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776669.6234504243 1434196.3899013833, 776690.9344915412 1434197.5326433463)",tertiary,30.0,3600,0.0
1206781319___,Chord Road,"LINESTRING (775276.1200484124 1433143.5763074665, 775271.6332288278 1433159.1729495653)",trunk,70.0,7200,0.0
38042859___,Padarayanapura Road,"LINESTRING (776648.2906996873 1434195.2469592665, 776620.935766872 1434193.7782148398)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776648.2906996873 1434195.2469592665, 776669.6234504243 1434196.3899013833)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776367.7347504821 1434206.0062548919, 776354.8677997782 1434208.3685221449)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776367.7347504821 1434206.0062548919, 776470.6598418214 1434187.0860716277, 776477.9559890653 1434187.0371385938)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776581.5380182574 1434191.5029168408, 776557.5777864092 1434190.3780857916)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776581.5380182574 1434191.5029168408, 776601.6429806355 1434192.744240811)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776557.5777864092 1434190.3780857916, 776538.1764486491 1434189.3430728503)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776557.5777864092 1434190.3780857916, 776581.5380182574 1434191.5029168408)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776601.6429806355 1434192.744240811, 776581.5380182574 1434191.5029168408)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776601.6429806355 1434192.744240811, 776620.935766872 1434193.7782148398)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776620.935766872 1434193.7782148398, 776601.6429806355 1434192.744240811)",tertiary,30.0,3600,0.0
38042859___,Padarayanapura Road,"LINESTRING (776620.935766872 1434193.7782148398, 776648.2906996873 1434195.2469592665)",tertiary,30.0,3600,0.0
458681953___,Mysore Road,"LINESTRING (776272.1423849086 1433668.2329706007, 776308.6976674418 1433684.5266341371, 776348.3512897484 1433696.0470560624, 776481.5074563005 1433723.5219076537)",trunk,40.0,7200,0.0
458681953___,Mysore Road,"LINESTRING (776658.1748288077 1433756.7121180736, 776684.3837409511 1433759.9183674129, 776719.9397949956 1433764.269615596, 776733.7391797989 1433768.5806965549)",trunk,40.0,7200,0.0
458681953___,Mysore Road,"LINESTRING (776251.4810351382 1433656.3374789366, 776272.1423849086 1433668.2329706007)",trunk,40.0,7200,0.0
1281381239___,Unknown,"LINESTRING (776251.4810351382 1433656.3374789366, 776256.6973067797 1433643.8587210765)",tertiary,30.0,3600,0.0
196292053___,Unknown,"LINESTRING (776493.0100617148 1436114.196849281, 776491.6445700091 1436325.7015487384)",tertiary,30.0,3600,0.0
503385156___,Magadi Road,"LINESTRING (776414.8701211547 1435813.2078611285, 776443.7192291892 1435780.143382752, 776451.1428796942 1435771.638613926)",primary,50.0,3600,0.0
171001290___,Magadi Road,"LINESTRING (776451.1428796942 1435771.638613926, 776468.512410897 1435754.2668486594)",primary,50.0,7200,0.0
1279062069___,Unknown,"LINESTRING (776451.1428796942 1435771.638613926, 776466.125413161 1435793.24125474, 776478.9996762222 1435818.320837409, 776482.0064460118 1435823.786070689, 776491.2247732872 1435847.5229109002)",tertiary,30.0,3600,0.0
1098069204___,Chord Road,"LINESTRING (776616.8910250219 1437229.1184684115, 776632.6395398414 1437280.362506899)",tertiary,30.0,3600,0.0
1098069204___,Chord Road,"LINESTRING (776632.6395398414 1437280.362506899, 776636.6925896911 1437294.0630193604, 776641.415823998 1437310.216633749)",tertiary,30.0,3600,0.0
138980166___,Bhaskaran Road,"LINESTRING (784261.0443136278 1435963.5027541157, 784254.258959962 1436110.3462866973, 784253.5448491486 1436136.5200855948, 784257.4577720764 1436158.2579883158, 784259.5262955867 1436167.2018688314, 784266.0723244688 1436190.483462286, 784283.6963531298 1436226.0119238922, 784284.529643712 1436227.3267790603)",secondary,40.0,3600,0.0
1512910801___,Central Street,"LINESTRING (782465.8953798555 1436822.5301287489, 782475.4655036225 1436823.0153696344)",tertiary,30.0,3600,0.0
45444030___,Cunningham Road,"LINESTRING (781733.7926083648 1436866.3911855612, 781732.8595637118 1436867.400120862, 781691.4424307854 1436914.4131924375, 781654.8190541643 1436955.4973208487, 781638.180081202 1436974.3571871, 781605.626880951 1437012.338931265, 781600.3863154269 1437018.451552669, 781576.9147558229 1437045.1901187648, 781561.2753176691 1437063.9827032054, 781547.1214801467 1437080.8088889685, 781527.9159713832 1437104.3916937797, 781520.1458359081 1437114.7848010152, 781515.5441606708 1437121.0589192628)",primary,40.0,3600,0.0
1528124682___,Magadi Road,"LINESTRING (775940.6831988448 1436122.0528683583, 775943.8729181511 1436121.1548477972, 775988.8989318961 1436107.412910056)",primary,50.0,3600,0.0
1528124682___,Magadi Road,"LINESTRING (775988.8989318961 1436107.412910056, 776033.3407757033 1436091.2963153138)",primary,50.0,3600,0.0
1528124682___,Magadi Road,"LINESTRING (776118.8468519168 1436060.313662898, 776135.6538191289 1436050.3195654561, 776150.3640798673 1436041.56647601, 776164.5194050546 1436031.8558666687)",primary,50.0,3600,0.0
26207546___,8th Cross Road,"LINESTRING (775787.5332458196 1435621.8414694273, 775790.036897426 1435605.91518714)",secondary,40.0,3600,0.0
26207546___,8th Cross Road,"LINESTRING (775790.036897426 1435605.91518714, 775787.5332458196 1435621.8414694273)",secondary,40.0,3600,0.0
458681952___,Chord Road,"LINESTRING (775790.036897426 1435605.91518714, 775743.2969813973 1435595.4977974624, 775693.2529035495 1435584.3833967703, 775680.2868825255 1435581.5089546356, 775650.3362513995 1435574.8566293723)",primary,50.0,7200,0.0
1528124682___,Magadi Road,"LINESTRING (776033.3407757033 1436091.2963153138, 776047.8160399394 1436086.5037485794, 776075.5500784711 1436076.983979469)",primary,50.0,3600,0.0
1528124682___,Magadi Road,"LINESTRING (776075.5500784711 1436076.983979469, 776118.8468519168 1436060.313662898)",primary,50.0,3600,0.0
503385156___,Magadi Road,"LINESTRING (776338.1613116101 1435896.9247442193, 776353.1650137391 1435880.54770526)",primary,50.0,3600,0.0
503385156___,Magadi Road,"LINESTRING (776353.1650137391 1435880.54770526, 776414.8701211547 1435813.2078611285)",primary,50.0,3600,0.0
196292053___,Unknown,"LINESTRING (776491.6445700091 1436325.7015487384, 776490.8088647902 1436377.7979119397, 776491.4128270104 1436402.07963643)",tertiary,30.0,3600,0.0
503385154___,Magadi Road,"LINESTRING (775793.3345350147 1436142.9879659268, 775821.2029097583 1436138.4838249825, 775830.9665823292 1436136.9650407566)",primary,50.0,3600,0.0
1455114277___,Unknown,"LINESTRING (775650.3362513995 1435574.8566293723, 775661.6755466713 1435556.8598147163)",primary_link,50.0,7200,0.0
458681952___,Chord Road,"LINESTRING (775650.3362513995 1435574.8566293723, 775434.6585895845 1435526.9915918128, 775416.5654457961 1435513.5169831691, 775410.0128961528 1435508.7029330947, 775407.8896730407 1435507.1542045942)",primary,50.0,7200,0.0
503385154___,Magadi Road,"LINESTRING (775667.0373060631 1436172.4689987232, 775698.1426414006 1436162.3183246532, 775705.5913244092 1436159.9794140717, 775719.976978373 1436155.4514706207, 775730.382275193 1436153.8172846213, 775756.0748147832 1436149.7784510942)",primary,50.0,3600,0.0
503385154___,Magadi Road,"LINESTRING (775756.0748147832 1436149.7784510942, 775793.3345350147 1436142.9879659268)",primary,50.0,3600,0.0
503385154___,Magadi Road,"LINESTRING (775830.9665823292 1436136.9650407566, 775848.7318213148 1436134.2752029265, 775858.825557014 1436132.3169370207)",primary,50.0,3600,0.0
503385154___,Magadi Road,"LINESTRING (775603.2299835894 1436198.3114419598, 775618.4712142994 1436190.714643403, 775637.8834202474 1436182.8826824669, 775667.0373060631 1436172.4689987232)",primary,50.0,3600,0.0
95664215___,WOC,"LINESTRING (776636.326566414 1438214.0909419793, 776630.3669812544 1438242.2809929643, 776629.0453868045 1438248.5110373786, 776628.2934338034 1438252.0568628327)",tertiary,30.0,3600,0.0
1098069211___,Unknown,"LINESTRING (776661.1757690676 1438087.116355942, 776656.0051227598 1438110.2333420997)",tertiary,30.0,3600,0.0
1098069211___,Unknown,"LINESTRING (776656.0051227598 1438110.2333420997, 776654.9778642241 1438120.6728031468)",tertiary,30.0,3600,0.0
1098069211___,Unknown,"LINESTRING (776668.9936068617 1438052.2256375824, 776661.1757690676 1438087.116355942)",tertiary,30.0,3600,0.0
1098069210___,Unknown,"LINESTRING (776679.9929595685 1438003.1533543721, 776692.3184402171 1438011.335532543)",primary_link,50.0,7200,0.0
1098069211___,Unknown,"LINESTRING (776679.9929595685 1438003.1533543721, 776668.9936068617 1438052.2256375824)",tertiary,30.0,3600,0.0
95664215___,WOC,"LINESTRING (776628.2934338034 1438252.0568628327, 776626.0492291523 1438260.4473168026)",tertiary,30.0,3600,0.0
458681947___,Modi Hospital Main Road,"LINESTRING (776628.2934338034 1438252.0568628327, 776602.5635660485 1438250.227244077, 776516.8646705045 1438246.8008401291, 776501.2629908137 1438246.013653707)",secondary,40.0,3600,0.0
388814142___,Modi Hospital Main Road,"LINESTRING (776119.1956091565 1438241.9473026856, 776161.2824000837 1438240.674496762, 776186.9776588103 1438240.5329604123, 776204.455270908 1438240.4310214473, 776206.3224809552 1438240.416488054, 776216.8524652503 1438240.3557649255)",secondary,40.0,3600,0.0
159820188___,Magadi Road,"LINESTRING (774755.4339492972 1436510.2931929945, 774787.7995412226 1436505.4121678474)",primary,50.0,3600,0.0
159820188___,Magadi Road,"LINESTRING (774921.3949390898 1436470.919273815, 774990.7839971537 1436454.5511667563)",primary,50.0,3600,0.0
159820188___,Magadi Road,"LINESTRING (774546.2066831961 1436579.9450711778, 774553.5975228555 1436564.8200777005, 774568.6369880957 1436547.9667143975, 774582.0281820098 1436537.4951429002)",primary,50.0,3600,0.0
1165593241___,Magadi Road,"LINESTRING (774541.2920205838 1436575.2803000377, 774530.262674106 1436598.2506293436, 774516.5125165493 1436629.573532705, 774508.4884321438 1436639.6002861876, 774474.7161838228 1436664.8243805456, 774443.969822906 1436681.588263179, 774405.8631112239 1436692.9214959496, 774349.0114645658 1436701.8216501758)",primary,50.0,3600,0.0
159820188___,Magadi Road,"LINESTRING (774582.0281820098 1436537.4951429002, 774592.3047764734 1436532.3945476457, 774608.6642904964 1436526.9115900884)",primary,50.0,3600,0.0
159820188___,Magadi Road,"LINESTRING (774634.3441202173 1436520.80169903, 774661.1588696031 1436518.4667265213)",primary,50.0,3600,0.0
159820188___,Magadi Road,"LINESTRING (774608.6642904964 1436526.9115900884, 774620.3440362236 1436523.7178198325, 774634.3441202173 1436520.80169903)",primary,50.0,3600,0.0
172886653___,Unknown,"LINESTRING (793500.6427794851 1440652.0847356669, 793441.2123206125 1440617.0654367562)",primary,50.0,7200,0.0
1187070682___,Ayyappa Nagar - Battarahalli Road,"LINESTRING (793918.2013329514 1440236.6287791124, 793919.6854433955 1440221.64327128, 793921.768082774 1440201.4275173317)",secondary,40.0,3600,0.0
1187070682___,Ayyappa Nagar - Battarahalli Road,"LINESTRING (793918.2013329514 1440236.6287791124, 793915.1087519659 1440255.8595133643, 793913.63997722 1440265.3317823752, 793911.7403285662 1440279.582169334, 793908.8113931605 1440297.718609344)",secondary,40.0,3600,0.0
"[638541498, 1148421491]___",Trinity Church Road,"LINESTRING (784191.4850141143 1435532.3992290464, 784191.6042593494 1435529.2454357997, 784192.2661893573 1435511.3073776923, 784194.2196264619 1435461.6995620965, 784194.2750991768 1435460.5266865715)",secondary,30.0,5400,0.0
130121747___,Trinity Church Road,"LINESTRING (784194.2750991768 1435460.5266865715, 784195.4155276339 1435437.2244775475, 784204.7455843568 1435360.714248969, 784210.4996251393 1435315.2635923163, 784228.2625499304 1435171.3779263212, 784239.2403782294 1435091.9399250024, 784241.0343628197 1435080.0578409072, 784271.5987799673 1434997.3891987614, 784275.2800985851 1434987.7958948594, 784293.106923115 1434950.8272421008, 784299.3352826321 1434943.7730418062, 784308.4904622401 1434936.106827607, 784313.6988848543 1434934.278379181, 784318.3407576819 1434932.64337711, 784328.4792137337 1434932.836070029)",secondary,40.0,3600,0.0
1284335285___,Richmond Road,"LINESTRING (784194.2750991768 1435460.5266865715, 784189.0669581831 1435450.709249158, 784184.9520482813 1435445.4418378798)",secondary,40.0,3600,0.0
"[503403382, 1227740959]___",Mallathahalli Road,"LINESTRING (772481.6555458338 1434169.427390666, 772454.7851162909 1434175.0519065468, 772448.0498456703 1434175.4948376257, 772435.7318144391 1434176.2038634955, 772391.7733819159 1434174.1221729636)",secondary,40.0,5400,0.0
487384110___,Unknown,"LINESTRING (772596.0213337701 1434130.282680685, 772566.5166875902 1434142.1242564893)",secondary_link,40.0,5400,0.0
1113296764___,Unknown,"LINESTRING (772765.1163618624 1434066.6938607132, 772748.9356031802 1434072.6890573595, 772675.6593103382 1434099.829024806, 772650.5115219408 1434110.2079920426, 772634.8759072433 1434118.178947211)",tertiary,30.0,3600,0.0
487384110___,Unknown,"LINESTRING (772634.8759072433 1434118.178947211, 772626.359323102 1434119.810857839, 772616.649708557 1434122.4272650208, 772599.9770550127 1434128.7719118516, 772596.0213337701 1434130.282680685)",secondary_link,40.0,5400,0.0
1193470344___,Mallathahalli Road,"LINESTRING (772566.5166875902 1434142.1242564893, 772508.2812554399 1434162.1954437029, 772481.6555458338 1434169.427390666)",secondary,40.0,5400,0.0
461556501___,Mallathahalli Road,"LINESTRING (772299.1585255024 1434168.5734328667, 772319.5607974322 1434171.552416448, 772341.9746637254 1434174.208048674, 772392.6648240981 1434181.7244674377)",secondary,40.0,5400,0.0
133021019___,Unknown,"LINESTRING (772970.861472466 1433789.5855829394, 773001.1196009236 1433880.9178782261)",tertiary,30.0,3600,0.0
133021019___,Unknown,"LINESTRING (772970.861472466 1433789.5855829394, 772962.8639160899 1433768.2758214662)",tertiary,30.0,3600,0.0
503403379___,Mallathahalli Road,"LINESTRING (771844.4014915207 1434088.7467870153, 771787.0142752747 1434081.088230907, 771772.0345789727 1434079.7789765021, 771766.0842734767 1434079.8866311852, 771761.9906501479 1434079.9682272517, 771752.3723532269 1434081.0361268155, 771746.3468184802 1434082.1724859553, 771731.2177448028 1434085.0238183218, 771713.7119181077 1434088.9034189868, 771694.6476125515 1434092.2917653702)",secondary,40.0,5400,0.0
461556494___,Mallathahalli Road,"LINESTRING (771891.3184982531 1434106.8406038894, 771951.4722033701 1434118.0022983006)",secondary,40.0,5400,0.0
461556494___,Mallathahalli Road,"LINESTRING (771951.4722033701 1434118.0022983006, 771994.9307748529 1434125.657261283)",secondary,40.0,5400,0.0
461556494___,Mallathahalli Road,"LINESTRING (772213.6096422765 1434155.445592251, 772248.275021242 1434160.8449778254, 772299.1585255024 1434168.5734328667)",secondary,40.0,5400,0.0
461556494___,Mallathahalli Road,"LINESTRING (772170.5074651793 1434149.0888721365, 772213.6096422765 1434155.445592251)",secondary,40.0,5400,0.0
461556494___,Mallathahalli Road,"LINESTRING (772116.9347685603 1434141.0353757574, 772170.5074651793 1434149.0888721365)",secondary,40.0,5400,0.0
465135521___,Unknown,"LINESTRING (772565.3646538823 1434215.059573623, 772562.6425843148 1434228.0059982825, 772560.4144780885 1434245.916328465, 772553.4334514171 1434360.6804928211)",tertiary,30.0,3600,0.0
465135521___,Unknown,"LINESTRING (772553.4334514171 1434360.6804928211, 772551.546795048 1434395.7405219916)",tertiary,30.0,3600,0.0
